Symbol,Stock Exchange,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MIC,NYSE,Macquarie Infrastructure Company,78.65,$6.48B,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic
MFD,NYSE,Macquarie/First Trust Global,12.67,$108.24M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mfd
BMA,NYSE,Macro Bank Inc.,86.91,$5.08B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma
M,NYSE,Macy&#39;s Inc,23.61,$7.21B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m
MCN,NYSE,Madison Covered Call & Equity Strategy Fund,7.92,$152.61M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mcn
MSP,NYSE,Madison Strategic Sector Premium Fund,12.06,$69.93M,2005,n/a,n/a,http://www.nasdaq.com/symbol/msp
MMP,NYSE,Magellan Midstream Partners L.P.,73.79,$16.83B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mmp
MGA,NYSE,"Magna International, Inc.",44.98,$17.1B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mga
MX,NYSE,MagnaChip Semiconductor Corporation,9.15,$310.06M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/mx
MAIN,NYSE,Main Street Capital Corporation,38.4,$2.15B,2007,n/a,n/a,http://www.nasdaq.com/symbol/main
MMD,NYSE,MainStay DefinedTerm Municipal Opportunities Fund,19.66,$541.72M,2012,n/a,n/a,http://www.nasdaq.com/symbol/mmd
MNK,NYSE,Mallinckrodt plc,46.79,$4.65B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk
MZF,NYSE,Managed Duration Investment Grade Municipal Fund,13.5,$91.81M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mzf
MANU,NYSE,Manchester United Ltd.,16.3,$2.67B,2012,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/manu
MTW,NYSE,"Manitowoc Company, Inc. (The)",6.03,$847.45M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mtw
MN,NYSE,"Manning & Napier, Inc.",5.1,$76.78M,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn
MAN,NYSE,ManpowerGroup,102.58,$6.88B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/man
MFC,NYSE,Manulife Financial Corp,17.21,$34.02B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mfc
MRO,NYSE,Marathon Oil Corporation,14.33,$12.18B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mro
MPC,NYSE,Marathon Petroleum Corporation,52.67,$27.32B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mpc
MMI,NYSE,"Marcus & Millichap, Inc.",24.12,$918.29M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/mmi
MCS,NYSE,Marcus Corporation (The),32.4,$899.75M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/mcs
MRIN,NYSE,Marin Software Incorporated,1.5,$59.13M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/mrin
MPX,NYSE,Marine Products Corporation,12.97,$453.4M,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mpx
HZO,NYSE,"MarineMax, Inc.",18.65,$488.99M,1998,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hzo
MKL,NYSE,Markel Corporation,947.11,$13.21B,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mkl
VAC,NYSE,Marriot Vacations Worldwide Corporation,111.8,$3.04B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/vac
MMC,NYSE,"Marsh & McLennan Companies, Inc.",73.38,$37.73B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/mmc
MLM,NYSE,"Martin Marietta Materials, Inc.",230.54,$14.44B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mlm
MAS,NYSE,Masco Corporation,36.46,$11.64B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/mas
DOOR,NYSE,Masonite International Corporation,73.2,$2.19B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/door
MTZ,NYSE,"MasTec, Inc.",43.6,$3.61B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/mtz
MA,NYSE,Mastercard Incorporated,117.13,$129.88B,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ma
MTDR,NYSE,Matador Resources Company,23.5,$2.35B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr
MTRN,NYSE,Materion Corporation,35.6,$711.52M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn
MATX,NYSE,"Matson, Inc.",30.54,$1.32B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/matx
MLP,NYSE,"Maui Land & Pineapple Company, Inc.",15,$285.19M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp
MMS,NYSE,"Maximus, Inc.",63.44,$4.11B,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms
MXL,NYSE,"MaxLinear, Inc",31.12,$2.04B,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl
MBI,NYSE,"MBIA, Inc.",8.03,$1.08B,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi
MNI,NYSE,McClatchy Company (The),9.73,$74.16M,1988,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mni
MKC,NYSE,"McCormick & Company, Incorporated",99.4,$12.39B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc
MDR,NYSE,"McDermott International, Inc.",6.37,$1.81B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mdr
MCD,NYSE,McDonald&#39;s Corporation,145.36,$118.48B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd
MUX,NYSE,McEwen Mining Inc.,2.91,$907.54M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mux
MCK,NYSE,McKesson Corporation,144.58,$30.66B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck
MDU,NYSE,"MDU Resources Group, Inc.",26.24,$5.12B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu
MJN,NYSE,Mead Johnson Nutrition Company,88.95,$16.33B,2009,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mjn
MTL,NYSE,Mechel PAO,5.5,$1.14B,2004,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl
MRT,NYSE,"MedEquities Realty Trust, Inc.",12.2,$387.65M,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mrt
MPW,NYSE,"Medical Properties Trust, Inc.",13.33,$4.28B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw
MED,NYSE,MEDIFAST INC,45.86,$546.97M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/med
MCC,NYSE,Medley Capital Corporation,6.19,$337.2M,2011,n/a,n/a,http://www.nasdaq.com/symbol/mcc
MDLQ,NYSE,Medley LLC,25.0601,n/a,2017,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdlq
MDLY,NYSE,Medley Management Inc.,6.35,$185.06M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly
MD,NYSE,"Mednax, Inc",55.27,$5.14B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md
MDT,NYSE,Medtronic plc,83.42,$114.19B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt
MRK,NYSE,"Merck & Company, Inc.",63.57,$173.87B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk
MCY,NYSE,Mercury General Corporation,54.32,$3B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy
MDP,NYSE,Meredith Corporation,55.1,$2.46B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp
MTH,NYSE,Meritage Corporation,40.2,$1.62B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mth
MTOR,NYSE,"Meritor, Inc.",16.49,$1.46B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mtor
MER^K,NYSE,"Merrill Lynch & Co., Inc.",25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^k
PIY,NYSE,"Merrill Lynch Depositor, Inc.",25.6,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/piy
MTR,NYSE,Mesa Royalty Trust,14.4,$26.84M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtr
MSB,NYSE,Mesabi Trust,12.9,$169.25M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/msb
MEI,NYSE,"Methode Electronics, Inc.",41.5,$1.53B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mei
MET,NYSE,"MetLife, Inc.",50.92,$54.79B,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met
MTD,NYSE,"Mettler-Toledo International, Inc.",556.11,$14.36B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd
MXE,NYSE,"Mexico Equity and Income Fund, Inc. (The)",11.09,$81.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxe
MXF,NYSE,"Mexico Fund, Inc. (The)",16.63,$249.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxf
MFA,NYSE,"MFA Financial, Inc.",8.07,$3.01B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa
MFCB,NYSE,MFC Bancorp Ltd.,1.66,$104.07M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mfcb
MCR,NYSE,MFS Charter Income Trust,8.64,$444.97M,1989,n/a,n/a,http://www.nasdaq.com/symbol/mcr
MGF,NYSE,MFS Government Markets Income Trust,4.92,$160.4M,1987,n/a,n/a,http://www.nasdaq.com/symbol/mgf
MIN,NYSE,MFS Intermediate Income Trust,4.2999,$506.24M,1988,n/a,n/a,http://www.nasdaq.com/symbol/min
MMT,NYSE,MFS Multimarket Income Trust,6.14,$459.93M,1987,n/a,n/a,http://www.nasdaq.com/symbol/mmt
MFM,NYSE,MFS Municipal Income Trust,7.15,$294.49M,1986,n/a,n/a,http://www.nasdaq.com/symbol/mfm
MFV,NYSE,MFS Special Value Trust,5.99,$42.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfv
MTG,NYSE,MGIC Investment Corporation,10.73,$3.98B,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg
MGP,NYSE,MGM Growth Properties LLC,27.66,$1.59B,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mgp
MGM,NYSE,MGM Resorts International,31.15,$17.9B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm
KORS,NYSE,Michael Kors Holdings Limited,36.74,$5.97B,2011,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors
MAA,NYSE,"Mid-America Apartment Communities, Inc.",98.34,$11.17B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa
MSL,NYSE,MidSouth Bancorp,14.75,$167.91M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl
MPO,NYSE,"MIDSTATES PETROLEUM COMPANY, INC.",18.16,$453.91M,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpo
MCRN,NYSE,Milacron Holdings Corp.,17.21,$1.19B,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mcrn
MLR,NYSE,"Miller Industries, Inc.",24.55,$278.69M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr
HIE,NYSE,Miller/Howard High Income Equity Fund,13.43,$180.2M,2014,n/a,n/a,http://www.nasdaq.com/symbol/hie
MTX,NYSE,Minerals Technologies Inc.,74.6,$2.62B,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx
MP^D,NYSE,Mississippi Power Company,25.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mp^d
MG,NYSE,Mistras Group Inc,21.51,$612.78M,2009,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/mg
MTU,NYSE,Mitsubishi UFJ Financial Group Inc,6.4,$85.95B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu
MIXT,NYSE,MiX Telematics Limited,5.9,$132.69M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt
MFG,NYSE,"Mizuho Financial Group, Inc.",3.7,$46.93B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
MBT,NYSE,Mobile TeleSystems OJSC,9.44,$9.23B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MBLY,NYSE,Mobileye N.V.,61.66,$13.69B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly
MODN,NYSE,"Model N, Inc.",12.2,$343.72M,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn
MOD,NYSE,Modine Manufacturing Company,12.5,$625.89M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod
MC,NYSE,Moelis & Company,37.3,$995.86M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc
MHK,NYSE,"Mohawk Industries, Inc.",230.53,$17.13B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk
MOH,NYSE,Molina Healthcare Inc,67.13,$3.83B,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
TAP,NYSE,Molson Coors Brewing  Company,93.74,$15.26B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap
MNR,NYSE,Monmouth Real Estate Investment Corporation,13.96,$1.01B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr
MORE          ,NYSE,"Monogram Residential Trust, Inc.",9.74,$1.63B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/more
MON,NYSE,Monsanto Company,116.22,$51B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon
MCO,NYSE,Moody&#39;s Corporation,114.77,$21.96B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco
MOG.A,NYSE,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.a
MS,NYSE,Morgan Stanley,42.73,$79.04B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
APF,NYSE,"Morgan Stanley Asia-Pacific Fund, Inc.",16.131,$221.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apf
CAF,NYSE,Morgan Stanley China A Share Fund Inc.,19.96,$436.75M,2006,n/a,n/a,http://www.nasdaq.com/symbol/caf
MSD,NYSE,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.85,$207.07M,1993,n/a,n/a,http://www.nasdaq.com/symbol/msd
EDD,NYSE,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",7.99,$536.34M,2007,n/a,n/a,http://www.nasdaq.com/symbol/edd
MSF,NYSE,"Morgan Stanley Emerging Markets Fund, Inc.",16.06,$231.46M,1991,n/a,n/a,http://www.nasdaq.com/symbol/msf
IIF,NYSE,"Morgan Stanley India Investment Fund, Inc.",33.27,$479.69M,1994,n/a,n/a,http://www.nasdaq.com/symbol/iif
MOS,NYSE,Mosaic Company (The),22.91,$8.04B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos
MSI,NYSE,"Motorola Solutions, Inc.",84.21,$13.77B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
MOV,NYSE,Movado Group Inc.,23.2,$532.47M,n/a,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov
MPLX,NYSE,MPLX LP,35.34,$13.38B,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx
MRC,NYSE,MRC Global Inc.,19.6,$1.85B,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc
ICB,NYSE,"MS Income Securities, Inc.",18.1075,$162.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icb
HJV,NYSE,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,15.5,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv
MSA,NYSE,MSA Safety Incorporporated,77.98,$2.96B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
MSM,NYSE,"MSC Industrial Direct Company, Inc.",87.84,$5B,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm
MSCI,NYSE,MSCI Inc,97.77,$8.84B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci
MLI,NYSE,"Mueller Industries, Inc.",29.62,$1.71B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli
MWA,NYSE,MUELLER WATER PRODUCTS,11.11,$1.77B,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa
MULE,NYSE,"MuleSoft, Inc.",22,$2.83B,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mule
MPSX,NYSE,Multi Packaging Solutions International Limited,17.99,$1.4B,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/mpsx
MUR,NYSE,Murphy Oil Corporation,26.58,$4.59B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mur
MUSA,NYSE,Murphy USA Inc.,68.56,$2.52B,2013,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa
MVO,NYSE,MV Oil Trust,6.2,$71.3M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo
MVC,NYSE,"MVC Capital, Inc.",8.7,$196.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvc
MYE,NYSE,"Myers Industries, Inc.",17.1,$514.35M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye
MYOV,NYSE,Myovant Sciences Ltd.,12.76,$768.86M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myov
NBR,NYSE,Nabors Industries Ltd.,9.6,$2.74B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr
NC,NYSE,"NACCO Industries, Inc.",67,$457.87M,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/nc
NTP,NYSE,Nam Tai Property Inc.,8.45,$307.97M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ntp
NTEST,NYSE,NASDAQ TEST STOCK,33.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest
NBHC,NYSE,National Bank Holdings Corporation,31.73,$849.8M,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
NFG,NYSE,National Fuel Gas Company,56.71,$4.84B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg
NGG,NYSE,"National Grid Transco, PLC",66.98,$52.57B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg
NHI,NYSE,"National Health Investors, Inc.",75.33,$3.09B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi
NOV,NYSE,"National Oilwell Varco, Inc.",33.79,$12.84B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nov
NPK,NYSE,"National Presto Industries, Inc.",102.9,$719.1M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/npk
NNN,NYSE,National Retail Properties,37.76,$5.63B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nnn
SID,NYSE,National Steel Company,2.32,$3.15B,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sid
NSA,NYSE,National Storage Affiliates Trust,23.54,$1.04B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nsa
NSM,NYSE,Nationstar Mortgage Holdings Inc.,17.37,$1.7B,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nsm
NW^C,NYSE,Natl Westminster Pfd,26.35,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nw^c
NGS,NYSE,"Natural Gas Services Group, Inc.",26.65,$344.78M,2002,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ngs
NGVC,NYSE,"Natural Grocers by Vitamin Cottage, Inc.",9.9,$222.4M,2012,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ngvc
NRP,NYSE,Natural Resource Partners LP,32.2,$393.87M,2002,Energy,Coal Mining,http://www.nasdaq.com/symbol/nrp
NTZ,NYSE,"Natuzzi, S.p.A.",3.08,$168.95M,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntz
NLS,NYSE,"Nautilus Group, Inc. (The)",18.8,$577.38M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/nls
NCI,NYSE,"Navigant Consulting, Inc.",20.85,$985.14M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/nci
NVGS,NYSE,Navigator Holdings Ltd.,8.9,$494.23M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nvgs
NNA,NYSE,Navios Maritime Acquisition Corporation,1.65,$250.77M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nna
NM,NYSE,Navios Maritime Holdings Inc.,1.53,$179.21M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nm
NAP,NYSE,Navios Maritime Midstream Partners LP,10.81,$226.22M,2014,n/a,n/a,http://www.nasdaq.com/symbol/nap
NMM,NYSE,Navios Maritime Partners LP,1.7,$147.16M,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nmm
NAV,NYSE,Navistar International Corporation,26.86,$2.63B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav
NCS,NYSE,"NCI Building Systems, Inc.",16.9,$1.2B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ncs
NCR,NYSE,NCR Corporation,41.55,$5.04B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ncr
NP,NYSE,"Neenah Paper, Inc.",77.25,$1.3B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/np
NEFF,NYSE,Neff Corporation,18.35,$608.48M,2014,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/neff
NNI,NYSE,"Nelnet, Inc.",40.76,$1.72B,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nni
NPTN,NYSE,NeoPhotonics Corporation,8.43,$363.16M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/nptn
NETS,NYSE,Netshoes (Cayman) Limited,16.75,$519.68M,2017,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nets
NSR,NYSE,"Neustar, Inc.",33.2,$1.85B,2005,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/nsr
NVRO,NYSE,Nevro Corp.,74.06,$2.17B,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvro
HYB,NYSE,"New America High Income Fund, Inc. (The)",9.46,$221.07M,1988,n/a,n/a,http://www.nasdaq.com/symbol/hyb
GF,NYSE,"New Germany Fund, Inc. (The)",16.08,$253.27M,1990,n/a,n/a,http://www.nasdaq.com/symbol/gf
NWHM,NYSE,New Home Company Inc. (The),11.89,$248.07M,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nwhm
IRL,NYSE,"New Ireland Fund, Inc. (The)",13.64,$72.81M,1990,n/a,n/a,http://www.nasdaq.com/symbol/irl
NEWM,NYSE,New Media Investment Group Inc.,12.6,$675.54M,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/newm
NMFC,NYSE,New Mountain Finance Corporation,14.55,$1.1B,2011,n/a,n/a,http://www.nasdaq.com/symbol/nmfc
EDU,NYSE,"New Oriental Education & Technology Group, Inc.",71.59,$11.27B,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edu
NEWR,NYSE,"New Relic, Inc.",43.54,$2.3B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/newr
NRZ,NYSE,New Residential Investment Corp.,16.1,$4.95B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nrz
SNR,NYSE,New Senior Investment Group Inc.,9.7,$796.77M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snr
NWY,NYSE,"New York & Company, Inc.",1.45,$93.09M,2004,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/nwy
